Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,25.84349381,29.49378806,31.70127024,32.46445019,31.44592975,34.48538466,38.96564192,34.27786179,35.47169811,35.54435351,37.1659919,35.17825704,37.62156957,38.47824611,40.82388958,48.44720497,42.87327761,42.22677341,41.60277095,42.44782675,38.69839808,45.20804099,45.43952924,44.56191716,43.86887993,41.91465988,39.03477196,58.68579794,55.96938644,63.69779181,58.36528384,48.39053967,59.46311003,57.74885498,42.03560714,69.46865153,49.91040196,63.54079984,58.6514305,52.55486394,62.58152174,59.41344286,58.12023056,60.50986014,51.09025188,53.83416494,53.83416493,45.26469851,38.68182432,63.12942126,62.315635,60.11338779,51.28239852,38.3530501,30.99770893,35.2445974,
"Egypt, Arab Rep.",,,,,26.18316214,26.5593475,28.38002916,28.49000712,29.7274886,28.6331192,30.67456248,31.4378554,33.82163968,32.924547,28.31089143,32.03138325,32.78544174,29.20942822,31.15261583,32.78993532,34.77264043,35.91401325,28.44692737,36.34943547,38.82530995,42.29715722,37.66237287,44.73796159,39.46639856,44.96480622,45.61295271,53.1195467,60.41294746,53.81479928,46.91738516,51.62079306,46.14056303,41.03028648,35.11261926,35.1297227,35.16722375,44.18646121,41.23335757,41.78123029,39.5175975,43.14681094,42.99046667,42.99046667,42.99046667,59.64751985,59.96613466,63.54518544,67.35693362,70.83583267,71.03356687,64.75040427,64.151562,62.35268503,62.35268503,
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.094911413,16.48600142,12.82362242,12.91911595,15.01264214,27.35419446,31.18668343,22.22878756,20.98450453,26.14407818,29.76231752,31.14617469,31.67663164,35.46248098,34.39032489,58.7494046,56.36901644,32.71620025,26.98681275,42.60408169,31.37045366,18.93563799,19.88398239,18.59548735,21.34081667,20.75007186,20.7501062,
Spain,,,,44.61266084,44.94720567,46.37678064,47.59785481,47.90169656,49.52556828,48.90418005,50.0229941,50.24427786,51.13747857,52.05317011,53.11228219,49.4862953,49.29401143,50.99831596,48.96873911,48.30978105,47.88294683,48.73024451,47.35197647,47.69036303,47.58730957,45.83438499,46.51263652,44.24186277,44.59400649,44.82886579,45.54052004,44.6826069,44.15358475,44.41082049,44.39874315,46.6481364,46.08664167,46.77426797,47.44756254,48.51588875,50.71290256,50.49235916,52.00480553,51.67531977,53.03030024,54.21220211,55.11881951,54.27873192,52.24516715,45.21466039,44.67760702,43.27513783,41.79497191,40.2422561,38.83146818,40.69166475,40.90483338,41.35232752,41.35227575,
