Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Canada,,,,14.13043478,14.52631579,15.85288523,16.17391304,17.43129433,17.6615511,18.23817292,16.66044428,16.90456682,17.10217433,16.71866875,16.58035216,16.68820762,16.58519389,16.94440884,17.42006615,17.56840796,16.49263339,17.80760626,17.49386419,18.2319089,20.00637823,20.21308079,19.05204461,17.75827144,18.56657865,19.69641147,22.86452411,23.11744272,23.79273149,25.29884473,25.89111307,26.55484815,27.05319639,28.63740773,29.19236805,33.12090121,31.7377671,28.99207321,28.67950997,27.25724098,25.98950453,26.47099657,26.06846511,27.16515334,25.34216596,24.96910261,24.78950017,25.04964545,25.57628873,25.50945916,26.04411316,26.74141245,25.64610933,24.89164882,24.89164882,
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49528094,17.62883953,17.40396543,16.89483014,17.63854425,17.074111,17.39612481,16.4310931,15.81903878,15.11663023,15.33399752,21.17487473,21.19162116,20.51292375,20.9458588,16.0371409,20.12157206,20.90341054,19.95551616,20.29227055,19.87259967,19.32606817,19.74954452,31.92633981,32.86176667,33.38988176,34.00268243,33.56553495,34.64017451,32.42862645,30.98315745,30.42534592,30.97896775,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,7.784431138,8.73015873,9.020618557,9.380530973,9.733333333,10.75268817,9.663865546,7.692307692,8.819463644,9.449234559,12.22283572,6.971018362,6.867219917,9.208888038,9.362109407,8.509336822,5.498566351,4.475890733,4.895717272,2.786651161,2.281085862,2.465569037,2.132606878,2.411243581,2.61029614,2.818334837,3.034968693,3.665504126,3.308963181,4.088845101,3.906839335,3.709265522,,,,,,,,,,,,,,,,,,,3.153614409,12.08745399,10.56154268,5.177922055,5.139924168,4.779459818,
China,,,,,,,,,,,,,,,,,,,,,18.54938993,16.69765494,17.28351496,18.28368972,18.99334155,19.23354271,17.56822057,17.34760462,17.06411476,16.45460366,15.54832852,16.12743927,18.06104051,16.13785967,15.78983546,15.56231298,14.83539899,14.93609059,15.00061988,14.71860381,14.07878144,14.67817971,15.78306769,27.21135409,26.16887794,25.43907291,25.38655774,24.48659779,24.48659779,24.48659779,24.48659779,24.52693529,24.52693529,24.52693529,24.52693529,24.52693529,24.52693529,24.52693529,24.52693529,
Cote d'Ivoire,,,,,,9.876357811,7.951112332,8.080398878,7.512619181,7.977887103,9.309290309,10.86060387,10.30449751,8.817732541,6.494548135,7.849617627,10.81182847,11.79772512,9.76929634,8.717149283,8.517078032,8.525991286,12.793136,,,,9.775967413,9.090909091,8.884688091,8.380952381,,,,,1.837529262,2.482201737,2.467962147,1.838144905,,,,,,,,,,,,,,,,,,,,,,
Cameroon,,,,,,,,,,,3.801441011,2.769208695,2.296906542,,1.847684472,5.540435459,5.031069058,4.392114224,4.550392409,3.372697295,3.02788898,2.695633366,2.63191239,2.424811522,2.346442775,,,,,0.538978976,0.316200963,0.205700332,0.123006156,0.448741757,-0.05292109,0.018900084,0.045915021,0.321197027,1.318141736,0.963449188,1.361511381,0.351854491,0.205787086,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",,,,,,,,,1,1.034220532,0.879039247,0.903130026,1.055127445,2.125453603,2.062517188,1.703434795,3.23798735,2.49468724,,,,4.771968096,3.063054089,3.265306122,2.769755385,4.532450548,3.088191991,2.896882494,3.203292048,,,,,,,,,,,,7.059399355,5.852745064,7.648020341,8.075980392,10.54210957,9.946261682,9.716955017,9.905055487,8.242052051,7.846274211,,,,,,,,,,
"Congo, Rep.",,,,,,,,,1,1.034220532,0.879039247,0.903130026,1.055127445,2.125453603,2.062517188,1.703434795,3.23798735,2.49468724,,,,4.771968096,3.063054089,3.265306122,2.769755385,4.532450548,3.088191991,2.896882494,3.203292048,,,,,,,,,,,,7.059399355,5.852745064,7.648020341,8.075980392,10.54210957,9.946261682,9.716955017,9.905055487,8.242052051,7.846274211,,,,,,,,,,
Colombia,,,,3.638229927,3.801603802,3.542024014,3.240506329,4.222150049,3.204673254,4.415011038,5.927220721,5.533326827,5.208525437,4.964675247,6.502326388,7.817979642,6.166288988,6.803721346,6.925901112,6.731191417,5.26692017,5.38750483,5.933234002,5.096632397,5.244874723,4.980929587,4.788333463,5.86433149,6.533289434,5.88358358,5.786702268,6.051049119,5.102038058,5.970066364,5.497510494,5.356618971,4.864915944,6.072886062,4.759314428,3.394908874,4.03801934,4.603685604,4.679819241,4.237922435,5.04839215,5.93189403,5.699853139,6.039915366,4.981243332,5.027293022,6.169304917,5.286907526,5.281207467,4.424653838,4.566853784,4.317323799,4.377434091,3.978131551,3.978131551,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,,,1.431141642,1.377630186,2.306749646,3.063337744,3.337403337,3.605089538,4.424312651,4.369148462,4.94142026,4.817024948,4.379479013,4.272287098,4.098094061,4.398262686,4.667758803,4.993534268,4.92255762,4.932768629,4.615073752,4.453382803,3.08606622,3.263198271,2.717646078,2.985726022,3.445400662,3.036378033,3.038076281,3.085264092,1.97585002,2.153698965,2.1811944,2.41015894,2.159442459,2.244299909,2.464254149,2.647325722,2.722960102,2.514995265,2.386621273,2.808577836,2.641438018,2.887035742,2.593911389,2.708249829,2.738389872,3.167081102,3.201309855,3.147178356,2.843730191,10.83284668,10.67078129,9.274417943,4.946158312,4.668737204,4.581843387,4.581843387,
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,,,,,,5.614621909,6.115141514,6.728851343,7.361201276,7.400461627,7.997563575,8.530621318,10.0777646,10.42014469,10.08542239,9.184712197,7.974996219,7.020373313,6.976016935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,3.641481198,3.230806095,4.041017814,4.215348033,3.968483838,4.110092995,3.903630644,4.176380475,4.515236795,4.159280993,4.251423841,3.39557279,2.994078246,4.128414584,4.648910508,5.580576008,5.176101849,4.874610115,4.919848274,4.488105481,4.161183295,4.196388399,4.181807186,3.881449602,3.773072453,4.104407167,4.137912167,4.127186782,4.252461054,3.927040108,3.952980997,4.007750203,3.946008352,3.783442191,3.545535074,3.619409157,3.537841332,3.523982683,3.796676792,3.927677485,3.679337016,3.486397491,3.298158802,3.735066114,3.899619101,3.907823408,4.450854307,6.810193285,7.174395694,7.815255087,9.156785478,10.87853551,12.96703514,11.40580593,13.52605606,13.52605605,
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.94732423,,,,23.9072801,,,,26.01167795,,,32.52222117,29.69816786,29.73834206,31.85714189,32.5312667,33.54405631,34.75093206,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.22169054,31.92604444,32.68261621,34.17066895,34.32034788,35.45849688,34.9831956,35.2822117,35.64609715,37.08559629,36.9425607,37.07398597,39.85592596,41.32607492,41.88577288,42.14200472,43.38494654,44.13459172,44.48310953,44.49361588,44.49361503,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,21.36006975,21.07279693,19.88344189,18.06930693,17.41898148,17.58820432,17.94290893,17.46938776,18.20267686,18.77098724,18.95424837,20.53789731,21.62444502,21.14911692,20.40816327,19.21866321,18.33030853,18.92453951,19.09443367,19.02006648,19.53159523,18.35198574,18.74661369,17.76834139,17.07817262,17.27550519,17.25818382,18.17440626,18.18790389,21.21573963,20.65892397,20.32265845,21.77708906,20.8163112,22.41314681,21.50065508,21.2345113,20.24586759,20.14804167,19.32748403,19.01430867,18.64760013,18.88315607,19.20994241,19.44748474,19.30879346,27.57044033,26.9732156,28.95581063,27.40670015,27.89734624,25.16587457,24.12249129,25.44896204,25.58838155,25.58855182,
Dominican Republic,,,,0,0,0,0.022453367,0.102880658,0.160279527,0.176359067,0.184440592,0.26536109,0.25130308,0.315149473,0.282776066,0.399251539,0.389364006,0.388128547,0.490580278,0.467365376,0.53671078,0.381902085,0.452677763,0.504096616,0.446294818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,,,,,,,,3.797468354,4.408060453,5.075593952,6.001188354,4.384193828,4.912367317,5.170609169,5.084374315,5.177865613,5.462568472,5.261755695,5.76980568,6.095755183,6.229883413,6.468904185,6.564869079,7.914730068,,,,,,,,,,,,,,,,,,,,,,,,2.938604709,2.51489666,,,0.281162004,0.288621154,0.327455293,0.312946989,0.602555181,0.602555181,0.602555181,,
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,0,0.303122397,0.44510399,0.478554134,0.391336986,0.455754052,0.622799813,0.467674926,0.64372919,0.524193142,0.647773279,0.891285211,1.039961483,1.852983099,1.820720769,1.481402156,2.032979444,2.106994352,2.53707925,2.235585654,2.219603895,2.366261059,2.248974354,2.298519051,1.882088466,2.151853471,2.307954887,2.059427501,2.549662487,2.102970446,3.130374378,1.485919855,3.259493681,2.882102298,2.598145807,2.434002096,2.173972919,1.617111008,2.948122522,4.886899722,2.608695652,1.76881441,2.959701525,3.668090307,2.382216779,2.591779545,2.591779543,0.690009353,6.103357214,1.618540066,2.541280999,2.575851066,3.195132538,3.236412202,4.028183511,3.78026064,
"Egypt, Arab Rep.",,,,,4.363060382,3.975101953,5.414351578,4.5108553,3.852097546,6.027837259,5.875541734,6.362423117,5.718324338,5.953455602,6.83483893,7.027119222,9.935427062,10.78154957,8.141574657,10.85319394,6.687046236,7.812079091,8.004469274,10.08531489,4.663766007,6.500521669,5.60838415,14.5476718,7.255802896,5.872358166,6.3262856,7.596816468,4.669407275,4.658245156,11.00552924,7.574588466,8.108579276,9.096659646,11.98642519,11.96932176,11.93458654,6.839533232,6.903897246,6.839533227,9.270645428,10.16823919,7.135573918,7.135573918,7.135573919,4.844796816,4.23171322,3.663515656,3.912240564,3.183661819,3.370605823,5.031555758,5.232819078,5.495402283,5.495402283,
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80428158,1.6491269,0.94479682,0.720024643,0.573110486,0.755060126,0.723817877,0.51511943,0.794576889,1.790640307,1.694536067,2.202883783,1.661230421,2.260193746,4.232993218,1.400942727,1.319083956,0.33444778,0.313262547,0.505127631,1.348744111,0.485656284,0.838742496,0.41948183,0.814467251,0.448828724,0.448828487,
