Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Botswana,,,,,,,,,,,,,,,,,,,,,,40.26548673,52.39240845,47.30046948,54.26829268,51.72413793,55.12820513,60.66154755,52.14692188,,,,51.17861482,45.56397682,49.86193294,44.25511198,25.45754782,37.0153705,23.06931672,22.66560255,20.25510616,20.42426498,19.31988308,20.37072794,20.37025797,22.0325159,23.12580018,17.71501926,21.25546285,24.47718937,27.7039814,26.97803826,28.76042433,26.40457921,24.74076261,24.19378552,24.31933937,23.71889808,23.71889808,
Central African Republic,,,,,,,,,,,,,,34.59684487,37.65341188,47.09939148,47.84755134,35.3200883,38.44201484,,49.00453381,49.74916388,70.67407922,32.77732296,,54.51559934,98.08456812,79.60630755,63.71551794,57.6064201,57.47085626,69.44100405,69.27231661,71.13613101,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,16.45962733,16.14035088,15.53582752,15.47826087,15.68594858,15.12087461,14.90561641,15.54041441,15.51166501,15.01250722,14.58983359,13.47303004,14.76244636,14.71210341,14.96389352,14.51672179,13.68159204,13.84637391,13.85107063,16.14398691,15.58711889,14.61677474,14.55065601,14.59107807,14.31465226,13.60995851,13.52147963,15.44895941,17.51103753,18.08591356,16.56945959,15.27495979,13.49120042,14.33206767,13.72228877,14.39201164,13.73388979,11.91041147,13.0299905,12.79568292,13.54731746,13.8142293,14.10862601,13.84349257,14.89268827,15.55076649,18.05081604,17.09536233,17.08947066,16.66918703,17.39583502,16.69669794,16.49702916,18.0238794,17.38672008,17.38672008,
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22285833,10.36788559,9.586200775,9.446049356,9.620898814,9.798604187,10.29644686,10.27057306,10.17756187,10.06003648,9.997171076,7.844032888,7.847692015,7.759615643,7.68913307,8.033330202,7.836194972,8.169764112,7.799294738,6.730341481,6.777533085,6.217192973,6.173902987,7.857479593,7.555657109,7.650272981,7.977892446,8.673316232,8.673316233,9.15701136,9.26824419,9.352128283,9.522300298,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,25.1497006,25.3968254,23.96907216,24.77876106,24,17.86600496,17.75210084,16.85152057,16.31186066,20.341369,20.51669524,17.94666429,21.81881051,21.89445455,26.11145561,28.39107607,26.7272799,26.65593542,25.84765816,29.1468549,27.65964905,26.87039132,25.19740372,26.48368061,25.76410844,25.04791266,24.33315942,25.34281983,27.98179472,28.10008323,28.4207856,28.82072468,,,,,,,,,,,,,,,,,,,40.34346247,39.14131681,27.99122584,39.36772837,41.25512692,38.33368068,
China,,,,,,,,,,,,,,,,,,,,,10.04227931,11.64007555,12.75765439,12.44183859,12.31219059,11.64455565,12.38972688,12.89471796,13.52678608,13.48825078,14.53955415,14.67144564,13.29776318,12.77359214,14.05035707,13.53877881,15.11713772,16.00393191,16.15181082,15.50936387,14.38888766,14.18018459,14.33608977,12.84190647,11.96731659,12.14925887,11.84589816,11.80563498,11.80563498,11.80563498,11.80563498,11.82508276,11.82508276,11.82508276,11.82508276,11.82508276,11.82508276,11.82508276,11.82508276,
Cote d'Ivoire,,,,,,32.48235471,26.26338918,26.4100966,26.23387549,23.99959426,26.95349573,28.6873983,29.34463081,29.6375831,37.61787085,26.77683299,26.40653596,26.10139623,26.27491957,29.86697719,34.85323973,31.52208947,31.08840044,,,,32.38289206,32.01581028,34.02646503,38.28571429,,,,,34.70957327,37.84667558,36.85559489,42.00648828,,,,,,,,,,,,,,,,,,,,,,
Cameroon,,,,,,,,,,,50.4353976,50.99361504,55.38763708,,53.70129101,49.33903577,50.77143059,54.9371942,58.50330333,63.11096148,55.7029817,49.18788952,49.45696443,48.4861834,47.58353445,,,,,42.30647576,60.83733217,43.88893067,51.83422203,38.91388664,30.78925818,32.35591263,42.63464762,32.77428579,35.09181938,47.45535546,36.49178318,32.98959723,37.03968304,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",,,,,,,,,70.03174603,65.20152091,65.37080599,57.44154398,54.57024303,49.76671851,53.57044642,54.23997021,43.50986501,49.68123441,,,,34.66493967,30.87956968,36.45035542,48.99613765,43.44041197,55.4807126,52.81055156,57.61487877,,,,,,,,,,,,72.97473676,68.94700381,64.42880494,80.14705882,80.21259199,80.21806854,78.06228374,79.65474723,76.35102729,74.5433664,,,,,,,,,,
"Congo, Rep.",,,,,,,,,70.03174603,65.20152091,65.37080599,57.44154398,54.57024303,49.76671851,53.57044642,54.23997021,43.50986501,49.68123441,,,,34.66493967,30.87956968,36.45035542,48.99613765,43.44041197,55.4807126,52.81055156,57.61487877,,,,,,,,,,,,72.97473676,68.94700381,64.42880494,80.14705882,80.21259199,80.21806854,78.06228374,79.65474723,76.35102729,74.5433664,,,,,,,,,,
Colombia,,,,32.96076642,35.62023562,35.78044597,33.41048825,33.39395908,32.8438063,31.01085357,31.06229143,30.29179272,30.46078457,28.78914004,27.90076005,29.93633686,29.17426629,26.48850462,27.19388986,29.7657637,29.88977938,30.47321708,31.53247719,34.21281987,32.8091041,36.09085546,38.49266156,31.60337262,30.43992107,30.52229695,30.54075321,30.65257851,30.25918433,27.64052099,30.64376235,30.05760262,30.77306695,30.34116926,32.2766631,33.49205277,30.13266046,30.1825505,30.57607345,28.40651764,26.97266887,26.91187715,26.33989598,26.27073603,29.46763776,32.12275006,35.77104178,30.5324027,30.86489553,30.75132289,31.77134989,31.87796216,34.64626792,35.99174856,35.99174856,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
